GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LFF2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LFV5	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LHD3	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LHD8	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LHN3	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LIJ4	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	Q9LIP2	GO:0010499	proteasomal ubiquitin-independent protein catabolic process	P
UniProtKB	Q9LIP2	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LIR3	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LJJ3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LJX8	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9LJZ5	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	Q9LJZ5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LKR3	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LKR3	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LM25	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LM25	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LM66	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9LN67	GO:0071712	ER-associated misfolded protein catabolic process	P
UniProtKB	Q9LN67	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LNC1	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9LNT9	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
